PHY_Cache_Allocate_MPB-2MH.csv
Serial number : 94448(VSP)
From : 2017/06/20 17:18
To   : 2017/06/20 17:23
sampling rate : 1

"No.","time","00(CLPR0)","01(CLPR1)"
"1","2017/06/20 17:19",31424,11381
"2","2017/06/20 17:20",31427,11381
"3","2017/06/20 17:21",31438,11381
"4","2017/06/20 17:22",31439,11381
"5","2017/06/20 17:23",31234,11381
