PHY_Cache_Allocate_MPB-2MC.csv
Serial number : 94448(VSP)
From : 2017/06/20 17:18
To   : 2017/06/20 17:23
sampling rate : 1

"No.","time","00(CLPR0)","01(CLPR1)"
"1","2017/06/20 17:19",31405,11389
"2","2017/06/20 17:20",31375,11389
"3","2017/06/20 17:21",31423,11389
"4","2017/06/20 17:22",31419,11389
"5","2017/06/20 17:23",31275,11389
