PHY_Cache_Allocate_MPB-1ME.csv
Serial number : 94448(VSP)
From : 2017/06/20 17:18
To   : 2017/06/20 17:23
sampling rate : 1

"No.","time","00(CLPR0)","01(CLPR1)"
"1","2017/06/20 17:19",31418,11281
"2","2017/06/20 17:20",31425,11281
"3","2017/06/20 17:21",31429,11281
"4","2017/06/20 17:22",31426,11281
"5","2017/06/20 17:23",31351,11281
