PHY_Cache_Allocate_MPB-2MD.csv
Serial number : 94448(VSP)
From : 2017/06/20 17:18
To   : 2017/06/20 17:23
sampling rate : 1

"No.","time","00(CLPR0)","01(CLPR1)"
"1","2017/06/20 17:19",31408,11300
"2","2017/06/20 17:20",31416,11300
"3","2017/06/20 17:21",31379,11300
"4","2017/06/20 17:22",31432,11300
"5","2017/06/20 17:23",31222,11300
