PHY_Cache_Allocate_MPB-1MA.csv
Serial number : 94448(VSP)
From : 2017/06/20 17:18
To   : 2017/06/20 17:23
sampling rate : 1

"No.","time","00(CLPR0)","01(CLPR1)"
"1","2017/06/20 17:19",31434,11386
"2","2017/06/20 17:20",31430,11386
"3","2017/06/20 17:21",31454,11386
"4","2017/06/20 17:22",31460,11386
"5","2017/06/20 17:23",31320,11386
