PHY_Cache_Allocate_MPB-2MG.csv
Serial number : 94448(VSP)
From : 2017/06/20 17:18
To   : 2017/06/20 17:23
sampling rate : 1

"No.","time","00(CLPR0)","01(CLPR1)"
"1","2017/06/20 17:19",31440,11231
"2","2017/06/20 17:20",31439,11231
"3","2017/06/20 17:21",31461,11231
"4","2017/06/20 17:22",31468,11231
"5","2017/06/20 17:23",31305,11231
