PHY_Cache_Allocate_MPB-1MF.csv
Serial number : 94448(VSP)
From : 2017/06/20 17:18
To   : 2017/06/20 17:23
sampling rate : 1

"No.","time","00(CLPR0)","01(CLPR1)"
"1","2017/06/20 17:19",31408,11223
"2","2017/06/20 17:20",31433,11223
"3","2017/06/20 17:21",31437,11223
"4","2017/06/20 17:22",31434,11223
"5","2017/06/20 17:23",31335,11223
